1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1294,0.0,2.0,0,1286,662,2006.0,1294,6762,0.0,55,5,7,1286,2006,2006,193879
1464,0.0,3.0,929,556,754,2007.0,1464,15256,84.0,160,5,8,1485,2007,2007,282922
694,0.0,3.0,0,672,936,1998.0,1214,10410,0.0,0,4,3,672,1915,1950,105000
1646,0.0,2.0,1373,221,482,2004.0,1646,3842,174.0,53,5,8,1594,2004,2005,275000
768,0.0,2.0,656,112,396,1988.0,768,8445,0.0,0,7,5,768,1972,2007,133000
833,0.0,3.0,625,208,0,1980.0,833,8780,0.0,0,5,5,833,1985,1985,112000
741,622.0,3.0,0,622,528,1966.0,1363,7740,0.0,0,7,4,622,1910,1950,125500
1236,857.0,3.0,0,791,542,1986.0,2093,20544,123.0,63,6,7,791,1986,1991,215000
944,896.0,3.0,666,278,622,2001.0,1840,12420,0.0,45,5,7,944,2001,2001,230000
1112,0.0,3.0,120,736,271,1950.0,1668,9600,0.0,0,8,6,856,1950,2005,140000
1040,0.0,2.0,0,0,420,1956.0,1040,7200,0.0,0,5,4,0,1949,1950,90000
1844,0.0,2.0,976,868,620,2005.0,1844,10994,366.0,44,5,8,1844,2005,2006,257000
1053,795.0,4.0,0,833,370,1922.0,1848,13053,0.0,0,7,6,833,1923,2000,207000
1569,0.0,1.0,988,398,660,2007.0,1569,3635,130.0,20,5,7,1386,2007,2007,175900
1246,1044.0,4.0,0,777,560,1971.0,2290,11340,0.0,0,6,4,777,1885,1950,122500
1310,1140.0,3.0,781,503,1069,1998.0,2450,16545,731.0,126,5,8,1284,1998,1998,340000
1144,0.0,3.0,25,247,336,1962.0,1144,9204,0.0,88,5,5,1144,1963,1963,124000
1844,0.0,3.0,1110,734,540,1969.0,1844,16381,312.0,73,5,6,1844,1969,1969,223000
708,708.0,3.0,404,304,776,1968.0,1416,11700,420.0,169,6,6,708,1968,1968,179900
1069,0.0,2.0,360,709,440,1977.0,1069,4043,0.0,55,5,6,1069,1977,1977,127500
848,0.0,1.0,686,162,420,2003.0,848,4435,170.0,0,5,6,848,2003,2003,136500
1575,626.0,4.0,0,697,432,1966.0,2201,19690,0.0,236,7,6,697,1966,1966,274970
1344,0.0,2.0,457,193,484,1970.0,1344,9503,0.0,28,5,5,1024,1958,1983,144000
1252,0.0,3.0,0,1252,528,1960.0,1252,10721,243.0,39,6,6,1252,1959,1959,142000
1223,904.0,3.0,1000,223,525,1994.0,2127,10944,448.0,132,5,7,1223,1994,1994,271000
1048,0.0,3.0,580,333,288,1962.0,1558,10930,0.0,0,6,5,913,1945,1950,140000
804,0.0,3.0,510,278,240,1940.0,804,7200,294.0,0,7,5,788,1940,1992,119000
1440,0.0,3.0,678,762,467,1981.0,1440,12546,310.0,0,7,6,1440,1981,1981,182900
734,1104.0,4.0,0,732,372,2005.0,1838,21930,0.0,40,5,5,732,2005,2005,192140
958,0.0,2.0,958,0,440,1976.0,958,4928,0.0,60,6,6,958,1976,1976,143750
968,0.0,4.0,0,656,216,1928.0,968,10800,0.0,0,6,4,656,1927,2007,64500
962,830.0,3.0,0,936,451,2000.0,1792,10261,318.0,0,5,6,936,2000,2000,186500
1126,0.0,3.0,936,190,484,1977.0,1126,17400,0.0,41,5,5,1126,1977,1977,160000
1537,0.0,3.0,0,1319,462,1962.0,1537,8400,237.0,36,9,6,1319,1962,2005,174000
864,0.0,3.0,616,248,528,1974.0,864,9000,0.0,0,6,4,864,1971,1971,120500
1932,0.0,2.0,1336,596,774,2008.0,1932,12444,426.0,66,5,8,1932,2008,2008,394617
1236,0.0,2.0,600,312,923,1957.0,1236,7407,0.0,158,7,6,912,1957,1996,149700
1040,685.0,3.0,315,114,550,1979.0,1725,11584,96.0,88,6,7,539,1979,1979,197000
1423,748.0,3.0,0,588,672,1993.0,2555,11526,0.0,0,7,6,588,1922,1994,191000
848,0.0,1.0,697,151,420,2004.0,848,4426,147.0,0,5,6,848,2004,2004,149300
1026,981.0,3.0,765,252,812,2008.0,2007,11003,160.0,52,5,10,1017,2008,2008,310000
952,0.0,2.0,0,952,192,1916.0,952,8854,0.0,98,6,6,952,1916,1950,121000
1422,0.0,3.0,0,1422,626,2004.0,1422,8500,106.0,60,5,7,1422,2004,2004,179600
913,0.0,3.0,187,0,240,1990.0,913,8400,0.0,0,5,6,814,1966,1966,129000
1188,0.0,3.0,593,595,312,1962.0,1188,26142,189.0,39,7,5,1188,1962,1962,157900
1220,870.0,3.0,1079,141,556,1995.0,2090,10000,438.0,65,5,8,1220,1995,1996,240000
796,550.0,2.0,0,560,384,1950.0,1346,11767,0.0,24,7,4,560,1910,2000,112000
630,0.0,1.0,553,77,0,1980.0,630,1533,0.0,0,7,5,630,1970,1970,92000
896,896.0,4.0,0,896,0,1980.0,1792,9000,0.0,45,5,5,896,1974,1974,136000
1578,0.0,3.0,0,1573,840,2008.0,1578,9262,194.0,36,5,8,1573,2008,2009,287090
1072,0.0,2.0,547,0,525,2005.0,1072,3675,80.0,28,5,5,547,2005,2005,145000
1140,0.0,3.0,0,1140,0,1980.0,1140,17217,0.0,56,5,5,1140,2006,2006,84500
1221,0.0,2.0,410,811,400,2004.0,1221,7500,0.0,113,5,7,1221,2004,2005,185000
953,694.0,3.0,0,953,460,1999.0,1647,7917,0.0,40,5,6,953,1999,2000,175000
2073,0.0,3.0,790,589,500,1978.0,2073,13175,119.0,0,6,6,1542,1978,1988,210000
1188,1152.0,4.0,275,877,252,1941.0,2340,9042,0.0,60,9,7,1152,1941,2006,266500
1078,0.0,2.0,49,0,240,1950.0,1078,9717,0.0,0,6,5,1078,1950,1996,142125
1256,0.0,3.0,830,136,276,1965.0,1256,9937,0.0,68,6,5,1256,1965,1965,147500
